date,value
2020-01-31,3.9580775774528543
2020-02-29,3.4784254956137066
2020-03-31,3.368063017192548
2020-04-30,2.25
2020-05-31,2.25
2020-06-30,2.25
2020-07-31,2.523538869944858
2020-08-31,3.4035173169166772
2020-09-30,3.7495303117964487
2020-10-31,3.3765457235540413
2020-11-30,3.366449208324142
2020-12-31,4.501912840277111
2021-01-31,3.472636353699878
2021-02-28,2.669680092352038
2021-03-31,3.587735969816812
2021-04-30,4.135645334533668
2021-05-31,3.380828137228927
2021-06-30,4.470493146358756
2021-07-31,2.5558387789506254
2021-08-31,2.25
2021-09-30,3.1195453336249743
2021-10-31,2.755060500733394
2021-11-30,2.685229655384979
2021-12-31,2.3041007680367103
2022-01-31,2.25
2022-02-28,2.589279748310898
2022-03-31,2.25
2022-04-30,2.5572736292253917
2022-05-31,3.5999030104388243
2022-06-30,4.198257231156163
2022-07-31,2.25
2022-08-31,3.7267979984192237
2022-09-30,2.738064396927295
2022-10-31,3.002621252561868
2022-11-30,2.25
2022-12-31,3.11291216470341
2023-01-31,2.25
2023-02-28,2.25
2023-03-31,2.25
2023-04-30,2.25
2023-05-31,2.5759123660068184
2023-06-30,2.3529376094579284
2023-07-31,3.290401003060074
2023-08-31,3.817812331798679
2023-09-30,3.7062104133191696
2023-10-31,3.6044733460690757
2023-11-30,3.290475568012546
2023-12-31,3.922665278073466
2024-01-31,3.126401577196279
2024-02-29,4.453086735747709
2024-03-31,5.829780037009023
2024-04-30,7.198933724312983
2024-05-31,5.812620435434269
2024-06-30,4.444112169187149
2024-07-31,4.485989621171725
2024-08-31,3.1878961896641274
2024-09-30,4.064120224607516
2024-10-31,3.8564141723722405
2024-11-30,4.454291734313425
2024-12-31,3.2114174990453463
2025-01-31,2.25
2025-02-28,2.25
2025-03-31,3.1224776640995744
2025-04-30,2.4935284709632617
2025-05-31,2.25
2025-06-30,2.962260006120757
2025-07-31,3.4440581275692943
