date,value
2020-01-31,1.7217155342744253
2020-02-29,2.1020834164145707
2020-03-31,2.349133646327472
2020-04-30,2.551689687266689
2020-05-31,2.611575096331969
2020-06-30,2.3009955285591426
2020-07-31,2.5396964398069013
2020-08-31,2.8615037688916676
2020-09-30,2.7290075883149716
2020-10-31,2.7880597775831415
2020-11-30,2.2127117894457253
2020-12-31,2.161423509304802
2021-01-31,2.10843212427431
2021-02-28,2.261905660901175
2021-03-31,2.4728328201843524
2021-04-30,2.4280721663240237
2021-05-31,2.0878654789078004
2021-06-30,1.9340348510199015
2021-07-31,2.1607580219109024
2021-08-31,2.360200857346878
2021-09-30,2.27061081840728
2021-10-31,2.244407211434887
2021-11-30,2.475356127888584
2021-12-31,2.413283416789859
2022-01-31,2.552214610043234
2022-02-28,2.8551395945807747
2022-03-31,2.8558865041316035
2022-04-30,2.6207470988119175
2022-05-31,2.347680504554548
2022-06-30,2.0982139022012625
2022-07-31,1.7165088291860648
2022-08-31,1.5747089516791215
2022-09-30,1.7405988885720816
2022-10-31,1.7895130279410902
2022-11-30,1.8714336882982892
2022-12-31,1.949518218666724
2023-01-31,2.0235080083420836
2023-02-28,2.2878880768917074
2023-03-31,2.298856887506984
2023-04-30,1.399282430933238
2023-05-31,1.658099907157849
2023-06-30,1.4984240450404815
2023-07-31,1.635169118341774
2023-08-31,1.3800504814532646
2023-09-30,1.3945392400689833
2023-10-31,1.6043029782312543
2023-11-30,1.5422136988016997
2023-12-31,1.5661239857862153
2024-01-31,1.7367510613424364
2024-02-29,1.4963070089656467
2024-03-31,1.227896545910057
2024-04-30,1.3228491447521606
2024-05-31,1.4525389789757632
2024-06-30,1.2815383291889386
2024-07-31,1.3179479625753872
2024-08-31,1.1757137025954993
2024-09-30,1.1294817792851939
2024-10-31,1.1454641644622319
2024-11-30,1.134511728101155
2024-12-31,1.0407488924785124
2025-01-31,0.9802577682841696
2025-02-28,0.8028989189351887
2025-03-31,0.7866390359610753
2025-04-30,0.8628009217707898
2025-05-31,0.8031937631261749
2025-06-30,0.814107000635688
2025-07-31,0.788606316551177
