date,value
2020-03-31,5402.9415644134215
2020-06-30,5399.708892338853
2020-09-30,5411.248205707271
2020-12-31,5407.8848822686505
2021-03-31,5405.511390140448
2021-06-30,5404.336927940872
2021-09-30,5411.219665904708
2021-12-31,5415.60852605368
2022-03-31,5421.976679986613
2022-06-30,5430.1553146674305
2022-09-30,5430.575131636648
2022-12-31,5427.378106113769
2023-03-31,5431.923828908901
2023-06-30,5437.828679142231
2023-09-30,5446.950060941748
2023-12-31,5446.859085388809
2024-03-31,5442.257117909158
2024-06-30,5438.936553053256
2024-09-30,5434.501784981358
2024-12-31,5430.4471159731875
2025-03-31,5432.031957861899
2025-06-30,5427.6755689084475
