date,value
2020-01-31,71.92426490875769
2020-02-29,77.86305407468578
2020-03-31,67.18884880859724
2020-04-30,59.72169935045185
2020-05-31,66.37011851075643
2020-06-30,82.95951911080034
2020-07-31,91.61210340275417
2020-08-31,91.12886675839044
2020-09-30,75.5265582303431
2020-10-31,68.05929857598568
2020-11-30,66.68348115425215
2020-12-31,62.93864265348249
2021-01-31,68.17056219813863
2021-02-28,53.201912888024424
2021-03-31,43.86054744303228
2021-04-30,46.7335600655162
2021-05-31,49.46732327978738
2021-06-30,39.07028674098058
2021-07-31,41.07211311873423
2021-08-31,49.993033623001295
2021-09-30,45.801967258310924
2021-10-31,47.028125460187134
2021-11-30,56.48243877867803
2021-12-31,42.69941648013946
2022-01-31,54.205916841270316
2022-02-28,54.663144114515156
2022-03-31,50.53071669851157
2022-04-30,46.69585845653751
2022-05-31,43.99916103477828
2022-06-30,44.16000107111743
2022-07-31,44.36335524299185
2022-08-31,48.253265712480335
2022-09-30,48.43819524652079
2022-10-31,66.24256575570928
2022-11-30,63.273064554508764
2022-12-31,53.135684037804296
2023-01-31,49.073485984797934
2023-02-28,39.94406005996262
2023-03-31,35.0
2023-04-30,43.94621751555926
2023-05-31,42.88626103670808
2023-06-30,40.38426012549149
2023-07-31,46.09744494894226
2023-08-31,48.06105487435099
2023-09-30,47.6297635630638
2023-10-31,51.71962088636202
2023-11-30,52.59178913096788
2023-12-31,49.92888892974311
2024-01-31,46.42613135300457
2024-02-29,44.632634168178505
2024-03-31,44.31330975010274
2024-04-30,56.44897084999753
2024-05-31,46.54393156110123
2024-06-30,38.644707487926794
2024-07-31,35.0
2024-08-31,42.33310209294949
2024-09-30,43.615756708236816
2024-10-31,42.11111221512479
2024-11-30,45.26627757654084
2024-12-31,49.84225412584391
2025-01-31,48.09147980812813
2025-02-28,47.880765892362106
2025-03-31,46.78876675259564
2025-04-30,37.70565472265949
2025-05-31,42.64474618347383
2025-06-30,40.28926653574848
2025-07-31,41.982435713372375
