date,value
2020-01-31,117.82992687307588
2020-02-29,116.30094473425383
2020-03-31,118.6960916494936
2020-04-30,120.9625803408653
2020-05-31,126.11514051714306
2020-06-30,132.54517534933848
2020-07-31,134.01339208470662
2020-08-31,136.09213603046544
2020-09-30,134.94963136497606
2020-10-31,133.9407696827136
2020-11-30,126.09182736666666
2020-12-31,122.06007258674555
2021-01-31,118.22468966672068
2021-02-28,119.30642244563113
2021-03-31,118.37900616544162
2021-04-30,125.53593499185556
2021-05-31,133.0160214859925
2021-06-30,136.96203109381185
2021-07-31,141.09118073773772
2021-08-31,146.2827738363141
2021-09-30,146.1083164658573
2021-10-31,146.010734500068
2021-11-30,142.03882716560986
2021-12-31,140.6830866732647
2022-01-31,145.78489872865427
2022-02-28,146.67408994239167
2022-03-31,145.34955565629514
2022-04-30,144.32474975627676
2022-05-31,145.08038341960352
2022-06-30,150.3493465235876
2022-07-31,144.73162655894563
2022-08-31,143.8273593134378
2022-09-30,147.85409302197277
2022-10-31,141.750227294927
2022-11-30,147.67870436369208
2022-12-31,144.27572371984186
2023-01-31,147.47129006162024
2023-02-28,148.14900574469
2023-03-31,150.0261888750308
2023-04-30,144.8581126744947
2023-05-31,145.6719262583408
2023-06-30,144.39176990492797
2023-07-31,149.88877608087435
2023-08-31,147.75061569203805
2023-09-30,147.99395118846357
2023-10-31,146.99419485761427
2023-11-30,149.00777459459545
2023-12-31,154.6881036102749
2024-01-31,155.0728291300649
2024-02-29,157.4593513720603
2024-03-31,152.89379757336258
2024-04-30,153.50812558158526
2024-05-31,148.21572816801677
2024-06-30,144.5165138191447
2024-07-31,150.22163079057623
2024-08-31,150.16409587225226
2024-09-30,147.58951649280627
2024-10-31,147.94593073648622
2024-11-30,142.02784091168954
2024-12-31,149.6813846550628
2025-01-31,147.7675851123999
2025-02-28,149.19227413791577
2025-03-31,148.28800056131948
2025-04-30,148.28791984998512
2025-05-31,144.0482614256973
2025-06-30,142.9241704438656
2025-07-31,146.09313693159555
